Date,Stock,Tweet,Price
2023-02-22,TSLA,"TSLA outlook is bearish, according to many investors.",117.2064150051684
2023-01-09,AMZN,"I'm bullish on AMZN, price action has been interesting.",98.96940265756044
2023-03-22,TSLA,Analysts believe TSLA could stabilize after recent news.,115.15479892754824
2023-03-02,GOOGL,"Lots of chatter on GOOGL today, could this mean dip?",105.11149271932508
2023-03-03,AAPL,Market sentiment towards AAPL looks excited these days.,119.29457374852431
2023-02-14,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",107.65982590422904
2023-03-03,AMZN,Market sentiment towards AMZN looks neutral these days.,104.63122613197449
2023-03-27,AAPL,The way AAPL has been performing makes me feel excited.,114.09742608415914
2023-03-07,GOOGL,"I'm bullish on GOOGL, price action has been interesting.",91.45167777496049
2023-01-30,AMZN,The way AMZN has been performing makes me feel bearish.,91.27015849190768
2023-02-20,AAPL,"AAPL outlook is bullish, according to many investors.",118.2733156103735
2023-01-26,AAPL,Market sentiment towards AAPL looks bearish these days.,118.2733156103735
2023-01-27,AAPL,Analysts believe AAPL could breakout after recent news.,109.49034777729648
2023-03-21,AMZN,"AMZN outlook is excited, according to many investors.",99.15698660075932
2023-01-25,GOOGL,"Lots of chatter on GOOGL today, could this mean dip?",86.89961556713949
2023-03-07,AAPL,"AAPL stock is drawing attention, traders are bullish.",107.20012142941276
2023-03-09,GOOGL,"GOOGL stock is drawing attention, traders are worried.",103.9596736554112
2023-01-19,AMZN,Analysts believe AMZN could stabilize after recent news.,100.86978418940626
2023-01-20,GOOGL,The way GOOGL has been performing makes me feel worried.,91.45167777496049
2023-02-13,TSLA,Analysts believe TSLA could stabilize after recent news.,114.37058262128392
2023-01-02,GOOGL,Analysts believe GOOGL could breakout after recent news.,90.88980558179196
2023-03-16,AMZN,"Lots of chatter on AMZN today, could this mean stabilize?",96.81313331095652
2023-01-04,TSLA,Analysts believe TSLA could rise after recent news.,112.41553111626052
2023-01-23,AMZN,"Lots of chatter on AMZN today, could this mean dip?",102.54447997838436
2023-03-21,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",107.20012142941276
2023-01-17,TSLA,"TSLA stock is drawing attention, traders are excited.",112.09895647004323
2023-01-23,AMZN,"I'm excited on AMZN, price action has been interesting.",104.77329839040188
2023-02-02,AMZN,"AMZN stock is drawing attention, traders are bullish.",87.35981101659057
2023-02-08,AAPL,"AAPL stock is drawing attention, traders are worried.",122.04644224651518
2023-01-11,AMZN,The way AMZN has been performing makes me feel bullish.,95.6829014695944
2023-02-20,TSLA,"TSLA stock is drawing attention, traders are bullish.",116.27312227613815
2023-01-11,MSFT,"Lots of chatter on MSFT today, could this mean rise?",251.427817526324
2023-03-22,MSFT,"Lots of chatter on MSFT today, could this mean rise?",239.0029198870554
2023-03-24,TSLA,"TSLA outlook is bullish, according to many investors.",115.24796470827592
2023-03-10,TSLA,The way TSLA has been performing makes me feel excited.,120.86505772800692
2023-02-08,GOOGL,"Lots of chatter on GOOGL today, could this mean breakout?",105.11149271932508
2023-02-27,GOOGL,Analysts believe GOOGL could dip after recent news.,105.64779114122965
2023-03-30,TSLA,Market sentiment towards TSLA looks worried these days.,114.57552560976502
2023-02-07,GOOGL,"GOOGL stock is drawing attention, traders are bearish.",95.3960924679492
2023-03-29,MSFT,"MSFT stock is drawing attention, traders are bullish.",253.93499282328747
2023-01-24,TSLA,The way TSLA has been performing makes me feel excited.,112.26658190056602
2023-02-15,TSLA,"Lots of chatter on TSLA today, could this mean fall?",115.44975062951112
2023-02-09,MSFT,"MSFT outlook is worried, according to many investors.",258.7280582354071
2023-01-18,TSLA,"TSLA stock is drawing attention, traders are bearish.",106.13694076891493
2023-03-06,GOOGL,Market sentiment towards GOOGL looks neutral these days.,91.54455366458208
2023-02-17,GOOGL,Market sentiment towards GOOGL looks bearish these days.,103.9596736554112
2023-01-09,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",90.88980558179196
2023-03-07,TSLA,"TSLA stock is drawing attention, traders are neutral.",120.86505772800692
2023-02-03,MSFT,Market sentiment towards MSFT looks excited these days.,251.427817526324
2023-01-13,AMZN,The way AMZN has been performing makes me feel bullish.,94.57938143046862
2023-03-20,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",116.2845051448232
2023-02-10,GOOGL,Market sentiment towards GOOGL looks worried these days.,90.21111369277384
2023-01-06,TSLA,The way TSLA has been performing makes me feel worried.,107.27266500661185
2023-02-15,AMZN,"I'm neutral on AMZN, price action has been interesting.",95.13276302912864
2023-03-31,TSLA,Analysts believe TSLA could dip after recent news.,114.80657640380984
2023-01-25,MSFT,Market sentiment towards MSFT looks bullish these days.,255.85989399460053
2023-03-09,AMZN,"I'm bearish on AMZN, price action has been interesting.",89.81734526186513
2023-01-16,MSFT,"MSFT stock is drawing attention, traders are excited.",239.3103700989465
2023-02-06,AMZN,"I'm worried on AMZN, price action has been interesting.",89.01952805283034
2023-03-29,GOOGL,"I'm worried on GOOGL, price action has been interesting.",99.9428024152471
2023-03-23,TSLA,The way TSLA has been performing makes me feel bearish.,112.56813073679352
2023-02-07,MSFT,"MSFT stock is drawing attention, traders are excited.",255.5921656362433
2023-03-09,TSLA,Market sentiment towards TSLA looks neutral these days.,111.11020743720992
2023-02-15,MSFT,"Lots of chatter on MSFT today, could this mean stabilize?",251.4915430306843
2023-01-02,TSLA,"TSLA stock is drawing attention, traders are bullish.",111.11020743720992
2023-01-30,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",94.0224726042693
2023-03-17,AMZN,The way AMZN has been performing makes me feel neutral.,92.91152312861108
2023-01-09,TSLA,"I'm worried on TSLA, price action has been interesting.",117.44346666505422
2023-01-06,GOOGL,"I'm worried on GOOGL, price action has been interesting.",94.21294969027754
2023-01-04,AAPL,The way AAPL has been performing makes me feel excited.,129.1858806715181
2023-03-15,TSLA,"I'm neutral on TSLA, price action has been interesting.",117.21422940849848
2023-02-01,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",103.47505135285812
2023-03-15,TSLA,The way TSLA has been performing makes me feel bullish.,115.62556751982744
2023-02-21,MSFT,"MSFT stock is drawing attention, traders are worried.",258.7280582354071
2023-01-24,TSLA,The way TSLA has been performing makes me feel neutral.,107.27266500661185
2023-01-02,TSLA,"I'm worried on TSLA, price action has been interesting.",119.1874876554298
2023-03-13,GOOGL,"I'm neutral on GOOGL, price action has been interesting.",102.55376002955576
2023-03-03,TSLA,"TSLA stock is drawing attention, traders are excited.",120.86505772800692
2023-01-05,AAPL,"AAPL outlook is excited, according to many investors.",125.62780247919687
2023-03-28,AAPL,The way AAPL has been performing makes me feel neutral.,138.96122223397512
2023-03-31,TSLA,"Lots of chatter on TSLA today, could this mean rise?",115.15479892754824
2023-02-14,TSLA,"TSLA stock is drawing attention, traders are bearish.",117.73577041637893
2023-02-16,AAPL,The way AAPL has been performing makes me feel excited.,138.0343868483502
2023-02-23,AAPL,The way AAPL has been performing makes me feel neutral.,107.131740051138
2023-02-06,GOOGL,Analysts believe GOOGL could rise after recent news.,86.384738769212
2023-02-16,AMZN,The way AMZN has been performing makes me feel neutral.,93.1969107503963
2023-03-16,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",256.037607609795
2023-01-04,TSLA,"Lots of chatter on TSLA today, could this mean dip?",113.32871705534018
2023-03-10,TSLA,Market sentiment towards TSLA looks worried these days.,106.62247105921196
2023-01-17,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",250.5556902998358
2023-03-31,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",119.74445509167056
2023-03-16,TSLA,"TSLA outlook is neutral, according to many investors.",109.26821498594242
2023-01-06,TSLA,The way TSLA has been performing makes me feel bullish.,115.44975062951112
2023-03-21,AAPL,"AAPL stock is drawing attention, traders are bearish.",126.07935508016996
2023-01-24,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",91.38099100541976
2023-03-07,TSLA,"TSLA stock is drawing attention, traders are excited.",113.05383568799172
2023-02-01,AMZN,The way AMZN has been performing makes me feel neutral.,103.97248096656855
2023-01-19,GOOGL,"GOOGL stock is drawing attention, traders are bearish.",91.05294543696355
2023-03-13,AMZN,The way AMZN has been performing makes me feel excited.,89.29757967336829
2023-02-22,MSFT,Market sentiment towards MSFT looks worried these days.,250.0364394129566
2023-03-30,TSLA,"TSLA outlook is neutral, according to many investors.",114.37058262128392
2023-02-22,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",250.59121616293012
2023-03-10,TSLA,"TSLA stock is drawing attention, traders are excited.",108.4269243404117
2023-02-10,GOOGL,"Lots of chatter on GOOGL today, could this mean stabilize?",88.77606573440579
2023-03-13,AMZN,"I'm bullish on AMZN, price action has been interesting.",92.1193968628654
2023-03-29,GOOGL,"Lots of chatter on GOOGL today, could this mean fall?",89.49577838191351
2023-03-14,AAPL,The way AAPL has been performing makes me feel neutral.,107.89910165451091
2023-02-22,MSFT,The way MSFT has been performing makes me feel excited.,251.55173693368533
2023-02-10,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",88.99064207912718
2023-03-13,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",91.54455366458208
2023-01-06,TSLA,Analysts believe TSLA could breakout after recent news.,113.86768673542504
2023-02-09,MSFT,Analysts believe MSFT could fall after recent news.,238.97799071361024
2023-01-05,AMZN,Analysts believe AMZN could breakout after recent news.,87.73786151172393
2023-01-13,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",89.21135449552935
2023-03-20,GOOGL,"Lots of chatter on GOOGL today, could this mean rise?",88.79797393518416
2023-01-24,TSLA,Market sentiment towards TSLA looks bearish these days.,106.62247105921196
2023-01-24,AAPL,Analysts believe AAPL could rise after recent news.,109.09848629545628
2023-02-16,TSLA,"Lots of chatter on TSLA today, could this mean breakout?",114.45826765072462
2023-01-09,AMZN,Market sentiment towards AMZN looks excited these days.,100.86978418940626
2023-03-15,TSLA,"TSLA outlook is bullish, according to many investors.",117.21422940849848
2023-03-01,AAPL,"AAPL outlook is bullish, according to many investors.",107.131740051138
2023-02-01,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",254.5032139891401
2023-03-17,GOOGL,Analysts believe GOOGL could rise after recent news.,86.79749893370014
2023-01-23,AMZN,"I'm neutral on AMZN, price action has been interesting.",88.40501453588696
2023-01-11,GOOGL,The way GOOGL has been performing makes me feel bullish.,89.21135449552935
2023-01-05,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",89.07407304765302
2023-01-05,AMZN,"I'm bearish on AMZN, price action has been interesting.",94.0224726042693
2023-03-20,GOOGL,"Lots of chatter on GOOGL today, could this mean fall?",86.16647590995666
2023-02-03,MSFT,Analysts believe MSFT could stabilize after recent news.,253.14061648859337
2023-02-07,GOOGL,Market sentiment towards GOOGL looks excited these days.,86.16647590995666
2023-02-14,AMZN,Market sentiment towards AMZN looks bearish these days.,94.0224726042693
2023-03-10,MSFT,Analysts believe MSFT could rise after recent news.,239.0029198870554
2023-03-27,TSLA,"Lots of chatter on TSLA today, could this mean stabilize?",116.43656434179384
2023-03-13,MSFT,"MSFT stock is drawing attention, traders are bearish.",237.14084694017723
2023-01-26,MSFT,"MSFT stock is drawing attention, traders are bearish.",253.22305341902452
2023-01-30,GOOGL,The way GOOGL has been performing makes me feel bullish.,90.21111369277384
2023-01-06,TSLA,The way TSLA has been performing makes me feel worried.,111.88185997100378
2023-02-28,GOOGL,"GOOGL outlook is excited, according to many investors.",89.64912995730377
2023-03-27,TSLA,Market sentiment towards TSLA looks excited these days.,106.13694076891493
2023-01-31,MSFT,Market sentiment towards MSFT looks worried these days.,256.36604823097264
2023-01-30,MSFT,Market sentiment towards MSFT looks neutral these days.,250.5556902998358
2023-01-02,MSFT,The way MSFT has been performing makes me feel bearish.,254.97225513830807
2023-01-06,AAPL,The way AAPL has been performing makes me feel neutral.,114.77170255262348
2023-01-17,GOOGL,The way GOOGL has been performing makes me feel worried.,86.29183002409107
2023-03-06,AAPL,"I'm excited on AAPL, price action has been interesting.",120.49585112836192
2023-02-16,GOOGL,"GOOGL outlook is bearish, according to many investors.",88.5494701524181
2023-03-09,AMZN,Analysts believe AMZN could rise after recent news.,98.96940265756044
2023-03-03,TSLA,"TSLA outlook is excited, according to many investors.",116.07381954596286
2023-02-07,AAPL,"AAPL outlook is bearish, according to many investors.",125.76285888857272
2023-02-06,MSFT,"Lots of chatter on MSFT today, could this mean stabilize?",255.5921656362433
2023-03-07,AAPL,"I'm excited on AAPL, price action has been interesting.",119.74445509167056
2023-03-20,AMZN,Market sentiment towards AMZN looks excited these days.,104.91895621571564
2023-03-29,GOOGL,"I'm bearish on GOOGL, price action has been interesting.",89.82595353728257
2023-03-08,AAPL,"I'm neutral on AAPL, price action has been interesting.",138.8150509186731
2023-03-27,GOOGL,"GOOGL outlook is neutral, according to many investors.",103.98747284720118
2023-02-06,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",99.9428024152471
2023-02-20,AMZN,"AMZN outlook is excited, according to many investors.",87.73786151172393
2023-01-02,AMZN,"Lots of chatter on AMZN today, could this mean dip?",96.7871295272007
2023-01-11,AMZN,Analysts believe AMZN could stabilize after recent news.,92.03902588070363
2023-03-14,AAPL,"AAPL outlook is bullish, according to many investors.",134.59002974325085
2023-03-07,AMZN,"AMZN outlook is worried, according to many investors.",100.05001650489336
2023-03-20,GOOGL,"I'm bullish on GOOGL, price action has been interesting.",91.05294543696355
2023-01-19,AAPL,"AAPL stock is drawing attention, traders are bullish.",122.9133625161458
2023-02-08,TSLA,Analysts believe TSLA could dip after recent news.,107.74149530735816
2023-01-03,AAPL,Analysts believe AAPL could dip after recent news.,119.06991308610915
2023-02-06,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",102.54447997838436
2023-01-19,AMZN,The way AMZN has been performing makes me feel worried.,92.03902588070363
2023-03-23,TSLA,"I'm worried on TSLA, price action has been interesting.",107.27266500661185
2023-03-20,AAPL,Market sentiment towards AAPL looks excited these days.,118.2733156103735
2023-01-10,GOOGL,Market sentiment towards GOOGL looks bearish these days.,86.39351060045915
2023-01-04,AAPL,"AAPL outlook is bullish, according to many investors.",113.49521869298056
2023-02-01,MSFT,The way MSFT has been performing makes me feel neutral.,254.97225513830807
2023-01-25,AMZN,"Lots of chatter on AMZN today, could this mean rise?",99.46017888956618
2023-02-22,GOOGL,Market sentiment towards GOOGL looks worried these days.,88.79797393518416
2023-01-20,TSLA,"TSLA stock is drawing attention, traders are excited.",112.56813073679352
2023-03-30,AMZN,"AMZN stock is drawing attention, traders are excited.",90.85837652129794
2023-02-08,AMZN,The way AMZN has been performing makes me feel excited.,96.7871295272007
2023-02-23,AAPL,"AAPL stock is drawing attention, traders are bullish.",125.76285888857272
2023-03-21,GOOGL,The way GOOGL has been performing makes me feel excited.,90.21111369277384
2023-01-24,TSLA,"Investors are talking a lot about TSLA, big moves expected soon!",116.43656434179384
2023-03-02,TSLA,The way TSLA has been performing makes me feel bullish.,117.21422940849848
2023-02-03,AAPL,"I'm bearish on AAPL, price action has been interesting.",120.49585112836192
2023-01-24,AMZN,"AMZN outlook is bullish, according to many investors.",95.13276302912864
2023-01-18,AAPL,Analysts believe AAPL could dip after recent news.,120.49585112836192
2023-02-03,AAPL,"Lots of chatter on AAPL today, could this mean rise?",134.59002974325085
2023-01-13,MSFT,The way MSFT has been performing makes me feel bullish.,238.6207084882862
2023-01-25,TSLA,The way TSLA has been performing makes me feel excited.,110.74399848729672
2023-02-16,AMZN,"Lots of chatter on AMZN today, could this mean stabilize?",100.05001650489336
2023-01-11,AAPL,"AAPL stock is drawing attention, traders are worried.",122.04644224651518
2023-02-24,GOOGL,Analysts believe GOOGL could fall after recent news.,86.384738769212
2023-02-28,AMZN,"I'm bearish on AMZN, price action has been interesting.",99.46017888956618
2023-02-27,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",88.08394296325406
2023-01-09,MSFT,"Lots of chatter on MSFT today, could this mean fall?",252.826821580197
2023-03-14,TSLA,Market sentiment towards TSLA looks neutral these days.,116.84545196412247
2023-02-06,TSLA,"TSLA stock is drawing attention, traders are bearish.",115.44975062951112
2023-03-30,GOOGL,Analysts believe GOOGL could rise after recent news.,92.84076267637236
2023-03-23,AAPL,"AAPL stock is drawing attention, traders are worried.",110.111771602523
2023-03-20,AAPL,Analysts believe AAPL could dip after recent news.,105.97676885173104
2023-03-23,GOOGL,The way GOOGL has been performing makes me feel bearish.,88.47249554433462
2023-02-15,AAPL,"AAPL stock is drawing attention, traders are worried.",130.7168997036801
2023-03-15,GOOGL,The way GOOGL has been performing makes me feel bearish.,102.59576771282129
2023-01-31,MSFT,Analysts believe MSFT could breakout after recent news.,254.8222399169049
2023-01-30,MSFT,"Lots of chatter on MSFT today, could this mean dip?",240.7706347594577
2023-01-05,AMZN,Analysts believe AMZN could stabilize after recent news.,91.89867313786772
2023-03-28,AMZN,The way AMZN has been performing makes me feel worried.,98.80649412024268
2023-03-28,GOOGL,The way GOOGL has been performing makes me feel bullish.,89.93258335656962
2023-02-02,GOOGL,"GOOGL outlook is excited, according to many investors.",92.6802413334508
2023-03-17,MSFT,"Lots of chatter on MSFT today, could this mean stabilize?",251.24849642836065
2023-01-12,GOOGL,"GOOGL outlook is excited, according to many investors.",95.30714445261762
2023-01-04,AAPL,"AAPL stock is drawing attention, traders are neutral.",118.69104280038302
2023-02-13,GOOGL,"GOOGL outlook is bearish, according to many investors.",107.65982590422904
2023-02-24,GOOGL,Market sentiment towards GOOGL looks bearish these days.,87.59981329687079
2023-02-20,AAPL,Analysts believe AAPL could breakout after recent news.,110.111771602523
2023-02-02,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",92.0357990874798
2023-01-09,AAPL,"AAPL outlook is worried, according to many investors.",107.131740051138
2023-01-05,AAPL,"Lots of chatter on AAPL today, could this mean breakout?",137.58685188434174
2023-01-09,MSFT,Analysts believe MSFT could dip after recent news.,254.32432759160727
2023-03-13,AAPL,"I'm bearish on AAPL, price action has been interesting.",112.50905292656483
2023-03-28,AMZN,Analysts believe AMZN could stabilize after recent news.,88.92831195630367
2023-03-21,TSLA,"TSLA stock is drawing attention, traders are excited.",115.11576987004398
2023-01-11,AMZN,"I'm bearish on AMZN, price action has been interesting.",92.14327842542612
2023-02-06,MSFT,Market sentiment towards MSFT looks bearish these days.,252.23778094824587
2023-03-13,MSFT,"I'm bearish on MSFT, price action has been interesting.",253.8537717711724
2023-03-03,AAPL,The way AAPL has been performing makes me feel excited.,134.1217558293525
2023-03-02,AAPL,"Lots of chatter on AAPL today, could this mean dip?",123.14805754232684
2023-01-06,AAPL,"I'm neutral on AAPL, price action has been interesting.",112.1153304548266
2023-02-06,MSFT,"MSFT outlook is bearish, according to many investors.",254.73482510718335
2023-01-26,MSFT,Analysts believe MSFT could dip after recent news.,238.97799071361024
2023-01-27,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",103.7271867384658
2023-01-17,AMZN,"I'm bearish on AMZN, price action has been interesting.",87.31005948872884
2023-03-07,AMZN,"AMZN stock is drawing attention, traders are bullish.",99.19088779879525
2023-01-02,GOOGL,Market sentiment towards GOOGL looks bearish these days.,88.47249554433462
2023-01-19,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",112.1153304548266
2023-03-30,TSLA,Analysts believe TSLA could rise after recent news.,115.2769394274327
2023-02-22,AAPL,"Lots of chatter on AAPL today, could this mean stabilize?",125.76285888857272
2023-02-21,GOOGL,"GOOGL stock is drawing attention, traders are bullish.",88.99064207912718
2023-01-16,AMZN,"Lots of chatter on AMZN today, could this mean stabilize?",96.7871295272007
2023-01-04,GOOGL,"Lots of chatter on GOOGL today, could this mean stabilize?",107.65982590422904
2023-02-15,AMZN,"AMZN stock is drawing attention, traders are worried.",100.86978418940626
2023-01-09,AAPL,Market sentiment towards AAPL looks bearish these days.,127.78871309603984
2023-03-10,MSFT,"MSFT outlook is excited, according to many investors.",240.67835092452796
2023-01-13,MSFT,Analysts believe MSFT could stabilize after recent news.,258.7280582354071
2023-01-06,TSLA,Analysts believe TSLA could dip after recent news.,115.62556751982744
2023-02-01,TSLA,Market sentiment towards TSLA looks neutral these days.,105.8143693455829
2023-01-13,AMZN,"AMZN stock is drawing attention, traders are excited.",90.55289027819296
2023-03-02,AAPL,"I'm neutral on AAPL, price action has been interesting.",109.09848629545628
2023-01-03,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",96.66495044526977
2023-01-18,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",88.7885138526433
2023-02-24,GOOGL,"I'm neutral on GOOGL, price action has been interesting.",96.66495044526977
2023-01-03,GOOGL,"GOOGL outlook is neutral, according to many investors.",86.89961556713949
2023-03-31,GOOGL,"GOOGL outlook is bullish, according to many investors.",89.75989832306075
2023-03-29,TSLA,"Lots of chatter on TSLA today, could this mean breakout?",105.8143693455829
2023-01-24,MSFT,Market sentiment towards MSFT looks neutral these days.,241.1440931999608
2023-01-12,TSLA,The way TSLA has been performing makes me feel worried.,115.2769394274327
2023-01-20,AAPL,"Lots of chatter on AAPL today, could this mean breakout?",137.2801814603673
2023-02-02,TSLA,Market sentiment towards TSLA looks bearish these days.,112.03579327914883
2023-02-22,MSFT,"MSFT stock is drawing attention, traders are bearish.",247.8969090457618
2023-02-17,AAPL,The way AAPL has been performing makes me feel neutral.,111.4414380315412
2023-03-09,TSLA,"Lots of chatter on TSLA today, could this mean fall?",112.3638206700515
2023-03-28,MSFT,"Investors are talking a lot about MSFT, big moves expected soon!",256.36604823097264
2023-03-24,AMZN,The way AMZN has been performing makes me feel bullish.,98.96940265756044
2023-03-10,TSLA,"I'm bullish on TSLA, price action has been interesting.",114.80657640380984
2023-01-12,TSLA,The way TSLA has been performing makes me feel neutral.,114.45826765072462
2023-02-16,MSFT,The way MSFT has been performing makes me feel neutral.,238.6207084882862
2023-02-17,GOOGL,"GOOGL stock is drawing attention, traders are bearish.",88.08394296325406
2023-01-02,AAPL,Analysts believe AAPL could fall after recent news.,110.48308955585064
2023-02-24,GOOGL,"I'm excited on GOOGL, price action has been interesting.",95.30714445261762
2023-03-30,TSLA,The way TSLA has been performing makes me feel bullish.,114.45826765072462
2023-01-31,AAPL,"Lots of chatter on AAPL today, could this mean rise?",105.5066884063496
2023-03-24,MSFT,The way MSFT has been performing makes me feel worried.,258.7280582354071
2023-03-30,AAPL,"Lots of chatter on AAPL today, could this mean fall?",122.9133625161458
2023-01-16,AMZN,Market sentiment towards AMZN looks bullish these days.,94.0224726042693
2023-01-19,MSFT,Market sentiment towards MSFT looks neutral these days.,238.6207084882862
2023-03-24,AAPL,"Investors are talking a lot about AAPL, big moves expected soon!",114.77170255262348
2023-02-10,GOOGL,"Investors are talking a lot about GOOGL, big moves expected soon!",98.02708834472024
2023-02-17,GOOGL,"Lots of chatter on GOOGL today, could this mean rise?",94.4673967412954
2023-02-21,GOOGL,Market sentiment towards GOOGL looks excited these days.,96.66495044526977
2023-01-06,AMZN,"AMZN outlook is bullish, according to many investors.",88.92831195630367
2023-02-06,AMZN,Market sentiment towards AMZN looks worried these days.,104.91895621571564
2023-03-28,AMZN,"Investors are talking a lot about AMZN, big moves expected soon!",89.02016276311137
2023-01-05,MSFT,"Lots of chatter on MSFT today, could this mean fall?",249.2035675109092
